,date,state,death,cure,confirmed,suspected
1313,305,Austria,0,NA,37,NA
1314,305,Croatia,0,NA,9,NA
1315,305,Swizterland,0,NA,56,NA
1316,305,Portugal,0,NA,7,NA
1317,305,Andorra,0,NA,1,NA
1318,305,Denmark,0,NA,10,NA
1319,305,Estonia,0,NA,2,NA
1320,305,Hungary,0,NA,2,NA
1321,305,Georgia,0,NA,3,NA
1322,305,Greece,0,NA,9,NA
1323,305,Ireland,0,NA,2,NA
1324,305,Latvia,0,NA,1,NA
1325,305,Monaco,0,NA,1,NA
1326,305,North_Macedonia,0,NA,1,NA
1327,305,Norway,0,NA,56,NA
1328,305,Romania,0,NA,4,NA
1329,305,Iceland,0,NA,26,NA
1330,305,Poland,0,NA,1,NA
1331,305,Slovenia,0,NA,1,NA
1332,305,Ukraine,0,NA,1,NA
1333,305,Liechtenstein,0,NA,1,NA
1334,305,Gibraltar,0,NA,1,NA
1335,305,Iran,92,NA,2922,NA
1336,305,UAE,0,NA,27,NA
1337,305,Bahrain,0,NA,49,NA
1338,305,Kuwait,0,NA,58,NA
1339,305,Oman,0,NA,15,NA
1340,305,Afghanistan,0,NA,1,NA
1341,305,Egypt,0,NA,2,NA
1342,305,Iraq,2,NA,36,NA
1343,305,Lebanon,0,NA,13,NA
1344,305,Pakistan,0,NA,5,NA
1345,305,Qatar,0,NA,8,NA
1346,305,Jordan,0,NA,1,NA
1347,305,Morocco,0,NA,2,NA
1348,305,Saudi_Arabia,0,NA,2,NA
1349,305,Tunisia,0,NA,1,NA
1350,305,Occupied_Palestinian_territory,0,NA,4,NA
1351,305,Algeria,0,NA,12,NA
1352,305,Nigeria,0,NA,1,NA
1353,305,Senegal,0,NA,4,NA
1354,305,International_conveyance_diamond_princess,6,NA,706,NA
1355,306,China,3045,NA,80711,102
1356,306,Korea,42,NA,6284,NA
1357,306,Japan,6,NA,349,NA
1358,306,Singapore,0,NA,117,NA
1359,306,Australia,2,NA,57,NA
1360,306,Malaysia,0,NA,55,NA
1361,306,Vietnam,0,NA,16,NA
1362,306,Philippines,1,NA,5,NA
1363,306,Cambodia,0,NA,1,NA
1364,306,New_zealand,0,NA,4,NA
1365,306,Thailand,1,NA,47,NA
1366,306,India,0,NA,30,NA
1367,306,Indonesia,0,NA,2,NA
1368,306,Bhutan,0,NA,1,NA
1369,306,Nepal,0,NA,1,NA
1370,306,Srilank,0,NA,1,NA
1371,306,USA,10,NA,148,NA
1372,306,Canada,0,NA,45,NA
1373,306,Mexico,0,NA,5,NA
1374,306,Brazil,0,NA,7,NA
1375,306,Dominican_republic,0,NA,1,NA
1376,306,Ecuador,0,NA,13,NA
1377,306,Argentina,0,NA,1,NA
1378,306,Chile,0,NA,1,NA
1379,306,Saint_Martin,0,NA,2,NA
1380,306,Saint_Barthelemy,0,NA,1,NA
1381,306,Italy,148,NA,3858,NA
1382,306,Germany,0,NA,534,NA
1383,306,France,6,NA,420,NA
1384,306,UK,0,NA,118,NA
1385,306,Israel,0,NA,15,NA
1386,306,Russian.Federation,0,NA,4,NA
1387,306,Bosnia_and_Herzegovina,0,NA,2,NA
1388,306,Armenia,0,NA,1,NA
1389,306,San_marino,0,NA,21,NA
1390,306,Belarus,0,NA,6,NA
1391,306,Luxembourg,0,NA,1,NA
1392,306,Lithuania,0,NA,1,NA
1393,306,Netherlands,0,NA,82,NA
1394,306,Czechia,0,NA,12,NA
1395,306,Azerbaijan,0,NA,3,NA
1396,306,Spain,3,NA,257,NA
1397,306,Belgium,0,NA,50,NA
1398,306,Finland,0,NA,12,NA
1399,306,Sweden,0,NA,61,NA
1400,306,Austria,0,NA,47,NA
1401,306,Croatia,0,NA,10,NA
1402,306,Swizterland,1,NA,86,NA
1403,306,Portugal,0,NA,9,NA
1404,306,Andorra,0,NA,1,NA
1405,306,Denmark,0,NA,18,NA
1406,306,Estonia,0,NA,3,NA
1407,306,Hungary,0,NA,2,NA
1408,306,Georgia,0,NA,9,NA
1409,306,Greece,0,NA,32,NA
1410,306,Ireland,0,NA,14,NA
1411,306,Latvia,0,NA,1,NA
1412,306,Monaco,0,NA,1,NA
1413,306,North_Macedonia,0,NA,1,NA
1414,306,Norway,0,NA,86,NA
1415,306,Romania,0,NA,6,NA
1416,306,Iceland,0,NA,26,NA
1417,306,Poland,0,NA,1,NA
1418,306,Slovenia,0,NA,6,NA
1419,306,Serbia,0,NA,1,NA
1420,306,Ukraine,0,NA,1,NA
1421,306,Liechtenstein,0,NA,1,NA
1422,306,Gibraltar,0,NA,1,NA
1423,306,Iran,107,NA,3513,NA
1424,306,UAE,0,NA,27,NA
1425,306,Bahrain,0,NA,49,NA
1426,306,Kuwait,0,NA,58,NA
1427,306,Oman,0,NA,16,NA
1428,306,Afghanistan,0,NA,1,NA
1429,306,Egypt,0,NA,3,NA
1430,306,Iraq,2,NA,36,NA
1431,306,Lebanon,0,NA,16,NA
1432,306,Pakistan,0,NA,5,NA
1433,306,Qatar,0,NA,8,NA
1434,306,Jordan,0,NA,1,NA
1435,306,Morocco,0,NA,2,NA
1436,306,Saudi_Arabia,0,NA,8,NA
1437,306,Tunisia,0,NA,1,NA
1438,306,Occupied_Palestinian_territory,0,NA,7,NA
1439,306,Algeria,0,NA,12,NA
1440,306,Cameroon,0,NA,1,NA
1441,306,Nigeria,0,NA,1,NA
1442,306,South_Africa,0,NA,1,NA
1443,306,Senegal,0,NA,4,NA
1444,306,International_conveyance_diamond_princess,6,NA,696,NA
1445,307,China,3073,NA,80813,99
1446,307,Korea,44,NA,6767,NA
1447,307,Japan,6,NA,408,NA
1448,307,Singapore,0,NA,130,NA
1449,307,Australia,2,NA,62,NA
1450,307,Malaysia,0,NA,83,NA
1451,307,Vietnam,0,NA,17,NA
1452,307,Philippines,1,NA,5,NA
1453,307,Cambodia,0,NA,1,NA
1454,307,New_zealand,0,NA,5,NA
1455,307,Thailand,1,NA,48,NA
1456,307,India,0,NA,31,NA
1457,307,Indonesia,0,NA,2,NA
1458,307,Bhutan,0,NA,1,NA
1459,307,Nepal,0,NA,1,NA
1460,307,Srilank,0,NA,1,NA
1461,307,USA,11,NA,213,NA
1462,307,Canada,0,NA,51,NA
1463,307,Mexico,0,NA,5,NA
1464,307,Brazil,0,NA,13,NA
1465,307,Dominican_republic,0,NA,1,NA
1466,307,Ecuador,0,NA,14,NA
1467,307,Argentina,0,NA,2,NA
1468,307,Chile,0,NA,5,NA
1469,307,Colombia,0,NA,1,NA
1470,307,Peru,0,NA,1,NA
1471,307,Saint_Martin,0,NA,2,NA
1472,307,Saint_Barthelemy,0,NA,1,NA
1473,307,Italy,197,NA,4636,NA
1474,307,Germany,0,NA,639,NA
1475,307,France,9,NA,613,NA
1476,307,UK,1,NA,167,NA
1477,307,Israel,0,NA,19,NA
1478,307,Russian.Federation,0,NA,7,NA
1479,307,Bosnia_and_Herzegovina,0,NA,2,NA
1480,307,Armenia,0,NA,1,NA
1481,307,San_marino,0,NA,24,NA
1482,307,Belarus,0,NA,6,NA
1483,307,Luxembourg,0,NA,2,NA
1484,307,Lithuania,0,NA,1,NA
1485,307,Netherlands,1,NA,128,NA
1486,307,Czechia,0,NA,12,NA
1487,307,Azerbaijan,0,NA,9,NA
1488,307,Spain,5,NA,374,NA
1489,307,Belgium,0,NA,109,NA
1490,307,Finland,0,NA,19,NA
1491,307,Sweden,0,NA,137,NA
1492,307,Austria,0,NA,66,NA
1493,307,Croatia,0,NA,11,NA
1494,307,Swizterland,1,NA,209,NA
1495,307,Portugal,0,NA,13,NA
1496,307,Andorra,0,NA,1,NA
1497,307,Holy_See,0,NA,1,NA
1498,307,Slovakia,0,NA,1,NA
1499,307,Denmark,0,NA,23,NA
1500,307,Estonia,0,NA,10,NA
1501,307,Hungary,0,NA,5,NA
1502,307,Georgia,0,NA,9,NA
1503,307,Greece,0,NA,32,NA
1504,307,Ireland,0,NA,18,NA
1505,307,Latvia,0,NA,1,NA
1506,307,Monaco,0,NA,1,NA
1507,307,North_Macedonia,0,NA,3,NA
1508,307,Norway,0,NA,113,NA
1509,307,Romania,0,NA,7,NA
1510,307,Iceland,0,NA,45,NA
1511,307,Poland,0,NA,5,NA
1512,307,Slovenia,0,NA,9,NA
1513,307,Serbia,0,NA,1,NA
1514,307,Ukraine,0,NA,1,NA
1515,307,Liechtenstein,0,NA,1,NA
1516,307,Gibraltar,0,NA,1,NA
1517,307,Iran,124,NA,4747,NA
1518,307,UAE,0,NA,45,NA
1519,307,Bahrain,0,NA,49,NA
1520,307,Kuwait,0,NA,58,NA
1521,307,Oman,0,NA,16,NA
1522,307,Afghanistan,0,NA,1,NA
1523,307,Egypt,0,NA,3,NA
1524,307,Iraq,4,NA,44,NA
1525,307,Lebanon,0,NA,22,NA
1526,307,Pakistan,0,NA,5,NA
1527,307,Qatar,0,NA,11,NA
1528,307,Jordan,0,NA,1,NA
1529,307,Morocco,0,NA,2,NA
1530,307,Saudi_Arabia,0,NA,8,NA
1531,307,Tunisia,0,NA,1,NA
1532,307,Occupied_Palestinian_territory,0,NA,16,NA
1533,307,Algeria,0,NA,17,NA
1534,307,Cameroon,0,NA,2,NA
1535,307,Nigeria,0,NA,1,NA
1536,307,South_Africa,0,NA,1,NA
1537,307,Senegal,0,NA,4,NA
1538,307,Togo,0,NA,1,NA
1539,307,International_conveyance_diamond_princess,6,NA,696,NA
1540,308,China,3100,NA,80859,84
1541,308,Korea,50,NA,7134,NA
1542,308,Japan,6,NA,455,NA
1543,308,Singapore,0,NA,138,NA
1544,308,Australia,3,NA,74,NA
1545,308,Malaysia,0,NA,93,NA
1546,308,Vietnam,0,NA,21,NA
1547,308,Philippines,1,NA,6,NA
1548,308,Cambodia,0,NA,2,NA
1549,308,New_zealand,0,NA,5,NA
1550,308,Thailand,1,NA,50,NA
1551,308,India,0,NA,34,NA
1552,308,Indonesia,0,NA,4,NA
1553,308,Maldives,0,NA,2,NA
1554,308,Bhutan,0,NA,1,NA
1555,308,Nepal,0,NA,1,NA
1556,308,Srilank,0,NA,1,NA
1557,308,USA,11,NA,213,NA
1558,308,Canada,0,NA,57,NA
1559,308,Mexico,0,NA,7,NA
1560,308,Brazil,0,NA,19,NA
1561,308,Dominican_republic,0,NA,1,NA
1562,308,Ecuador,0,NA,14,NA
1563,308,Argentina,1,NA,9,NA
1564,308,Chile,0,NA,5,NA
1565,308,Colombia,0,NA,1,NA
1566,308,Costa_rica,0,NA,5,NA
1567,308,Peru,0,NA,6,NA
1568,308,French_Guiana,0,NA,5,NA
1569,308,Martinique,0,NA,2,NA
1570,308,Saint_Martin,0,NA,2,NA
1571,308,Saint_Barthelemy,0,NA,1,NA
1572,308,Italy,234,NA,5883,NA
1573,308,Germany,0,NA,795,NA
1574,308,France,10,NA,706,NA
1575,308,UK,2,NA,210,NA
1576,308,Israel,0,NA,25,NA
1577,308,Russian.Federation,0,NA,7,NA
1578,308,Bulgaria,0,NA,2,NA
1579,308,Bosnia_and_Herzegovina,0,NA,2,NA
1580,308,Armenia,0,NA,1,NA
1581,308,San_marino,1,NA,27,NA
1582,308,Belarus,0,NA,6,NA
1583,308,Luxembourg,0,NA,2,NA
1584,308,Lithuania,0,NA,1,NA
1585,308,Netherlands,1,NA,188,NA
1586,308,Czechia,0,NA,26,NA
1587,308,Azerbaijan,0,NA,9,NA
1588,308,Spain,5,NA,430,NA
1589,308,Belgium,0,NA,169,NA
1590,308,Finland,0,NA,19,NA
1591,308,Sweden,0,NA,161,NA
1592,308,Austria,0,NA,104,NA
1593,308,Croatia,0,NA,11,NA
1594,308,Swizterland,2,NA,264,NA
1595,308,Portugal,0,NA,21,NA
1596,308,Andorra,0,NA,1,NA
1597,308,Holy_See,0,NA,1,NA
1598,308,Slovakia,0,NA,3,NA
1599,308,Denmark,0,NA,31,NA
1600,308,Estonia,0,NA,10,NA
1601,308,Hungary,0,NA,7,NA
1602,308,Georgia,0,NA,12,NA
1603,308,Greece,0,NA,66,NA
1604,308,Ireland,0,NA,19,NA
1605,308,Latvia,0,NA,1,NA
1606,308,Monaco,0,NA,1,NA
1607,308,North_Macedonia,0,NA,3,NA
1608,308,Norway,0,NA,147,NA
1609,308,Romania,0,NA,13,NA
1610,308,Iceland,0,NA,45,NA
1611,308,Poland,0,NA,6,NA
1612,308,Malta,0,NA,3,NA
1613,308,Slovenia,0,NA,12,NA
1614,308,Serbia,0,NA,1,NA
1615,308,Ukraine,0,NA,1,NA
1616,308,Liechtenstein,0,NA,1,NA
1617,308,Republic_of_Moldova,0,NA,1,NA
1618,308,Faroe_island,0,NA,1,NA
1619,308,Gibraltar,0,NA,1,NA
1620,308,Iran,145,NA,5823,NA
1621,308,UAE,0,NA,45,NA
1622,308,Bahrain,0,NA,56,NA
1623,308,Kuwait,0,NA,62,NA
1624,308,Oman,0,NA,16,NA
1625,308,Afghanistan,0,NA,4,NA
1626,308,Egypt,0,NA,48,NA
1627,308,Iraq,4,NA,54,NA
1628,308,Lebanon,0,NA,28,NA
1629,308,Pakistan,0,NA,5,NA
1630,308,Qatar,0,NA,12,NA
1631,308,Jordan,0,NA,1,NA
1632,308,Morocco,0,NA,2,NA
1633,308,Saudi_Arabia,0,NA,8,NA
1634,308,Tunisia,0,NA,1,NA
1635,308,Occupied_Palestinian_territory,0,NA,16,NA
1636,308,Algeria,0,NA,17,NA
1637,308,Cameroon,0,NA,2,NA
1638,308,Nigeria,0,NA,1,NA
1639,308,South_Africa,0,NA,2,NA
1640,308,Senegal,0,NA,4,NA
1641,308,Togo,0,NA,1,NA
1642,308,International_conveyance_diamond_princess,7,NA,696,NA
